# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
166           	smoothSolver	1.039670e-04	8.867730e-06	7	2.553920e-03	2.497150e-04	6	2.064470e-03	1.894790e-04	6	false	GAMG	1.288460e-03	4.720830e-06	4	true
167           	smoothSolver	1.025870e-04	8.637420e-06	7	2.542400e-03	2.443430e-04	6	2.043790e-03	1.841020e-04	6	false	GAMG	1.284960e-03	4.798840e-06	4	true
168           	smoothSolver	1.013290e-04	8.476640e-06	7	2.531620e-03	2.410870e-04	6	2.019930e-03	1.798160e-04	6	false	GAMG	1.283620e-03	4.866430e-06	4	true
169           	smoothSolver	1.009330e-04	8.287750e-06	7	2.520590e-03	2.376690e-04	6	2.004810e-03	1.753630e-04	6	false	GAMG	1.276090e-03	1.270870e-05	3	true
170           	smoothSolver	9.887590e-05	8.097950e-06	7	2.476950e-03	2.312700e-04	6	1.967850e-03	1.700300e-04	6	false	GAMG	1.278540e-03	5.554100e-06	4	true
171           	smoothSolver	9.984420e-05	8.095400e-06	7	2.503940e-03	2.366580e-04	6	1.978030e-03	1.713590e-04	6	false	GAMG	1.275360e-03	1.232250e-05	3	true
172           	smoothSolver	9.832150e-05	7.945370e-06	7	2.467310e-03	2.318740e-04	6	1.940720e-03	1.673090e-04	6	false	GAMG	1.278720e-03	5.429370e-06	4	true
173           	smoothSolver	9.972720e-05	8.013540e-06	7	2.517630e-03	2.406790e-04	6	1.963640e-03	1.709490e-04	6	false	GAMG	1.283880e-03	1.228710e-05	3	true
174           	smoothSolver	9.930940e-05	8.001370e-06	7	2.500020e-03	2.388970e-04	6	1.956350e-03	1.707080e-04	6	false	GAMG	1.288110e-03	5.210030e-06	4	true
175           	smoothSolver	1.007310e-04	8.134650e-06	7	2.549840e-03	2.482900e-04	6	1.993370e-03	1.770320e-04	6	false	GAMG	1.288810e-03	1.236880e-05	3	true
176           	smoothSolver	9.969090e-05	8.120310e-06	7	2.535450e-03	2.467130e-04	6	1.988000e-03	1.782120e-04	6	false	GAMG	1.297510e-03	5.103380e-06	4	true
177           	smoothSolver	1.016560e-04	8.254180e-06	7	2.594860e-03	2.548520e-04	6	2.039220e-03	1.846030e-04	6	false	GAMG	1.295590e-03	1.251000e-05	3	true
178           	smoothSolver	1.008160e-04	8.185660e-06	7	2.577530e-03	2.513080e-04	6	2.030160e-03	1.849340e-04	6	false	GAMG	1.297550e-03	5.166450e-06	4	true
179           	smoothSolver	1.016330e-04	8.240440e-06	7	2.619770e-03	2.580570e-04	6	2.062150e-03	1.898830e-04	6	false	GAMG	1.296700e-03	1.258940e-05	3	true
180           	smoothSolver	1.004720e-04	8.143570e-06	7	2.590990e-03	2.532380e-04	6	2.050540e-03	1.894090e-04	6	false	GAMG	1.295350e-03	5.247460e-06	4	true
181           	smoothSolver	1.014430e-04	8.239230e-06	7	2.620250e-03	2.597230e-04	6	2.074790e-03	1.939150e-04	6	false	GAMG	1.294100e-03	1.257630e-05	3	true
182           	smoothSolver	1.004330e-04	8.256310e-06	7	2.589500e-03	2.547180e-04	6	2.058930e-03	1.930010e-04	6	false	GAMG	1.296420e-03	5.247310e-06	4	true
183           	smoothSolver	1.018170e-04	8.455470e-06	7	2.627820e-03	2.619820e-04	6	2.084780e-03	1.979970e-04	6	false	GAMG	1.295640e-03	1.267920e-05	3	true
184           	smoothSolver	1.017430e-04	8.594590e-06	7	2.602400e-03	2.590940e-04	6	2.076310e-03	1.977140e-04	6	false	GAMG	1.297930e-03	5.257350e-06	4	true
185           	smoothSolver	1.041940e-04	8.965740e-06	7	2.661830e-03	2.006690e-04	7	2.111030e-03	2.046920e-04	6	false	GAMG	1.303460e-03	4.912400e-06	4	true
186           	smoothSolver	1.058450e-04	9.346200e-06	7	2.690760e-03	2.048030e-04	7	2.132890e-03	2.104920e-04	6	false	GAMG	1.310940e-03	5.005060e-06	4	true
187           	smoothSolver	1.086650e-04	9.728370e-06	7	2.741310e-03	2.105330e-04	7	2.154920e-03	2.149410e-04	6	false	GAMG	1.312230e-03	5.152980e-06	4	true
188           	smoothSolver	1.110930e-04	1.016390e-05	7	2.794180e-03	2.183050e-04	7	2.178980e-03	1.647440e-04	7	false	GAMG	1.325850e-03	5.327440e-06	4	true
189           	smoothSolver	1.153810e-04	1.065850e-05	7	2.887690e-03	2.285560e-04	7	2.211390e-03	1.681940e-04	7	false	GAMG	1.336920e-03	5.467940e-06	4	true
190           	smoothSolver	1.187790e-04	1.108680e-05	7	2.979420e-03	2.389830e-04	7	2.249020e-03	1.730350e-04	7	false	GAMG	1.354680e-03	5.593900e-06	4	true
191           	smoothSolver	1.232540e-04	1.150360e-05	7	3.087300e-03	2.493160e-04	7	2.308970e-03	1.779920e-04	7	false	GAMG	1.375240e-03	5.781990e-06	4	true
192           	smoothSolver	1.271360e-04	1.193950e-05	7	3.200730e-03	2.595010e-04	7	2.368100e-03	1.837020e-04	7	false	GAMG	1.409900e-03	5.955880e-06	4	true
193           	smoothSolver	1.314420e-04	1.227480e-05	7	3.329790e-03	2.682570e-04	7	2.448900e-03	1.889960e-04	7	false	GAMG	1.438490e-03	6.018540e-06	4	true
194           	smoothSolver	1.348160e-04	1.264210e-05	7	3.435170e-03	2.768360e-04	7	2.536140e-03	1.968280e-04	7	false	GAMG	1.468910e-03	6.049520e-06	4	true
195           	smoothSolver	1.390920e-04	1.293660e-05	7	3.551450e-03	2.846520e-04	7	2.611230e-03	2.008570e-04	7	false	GAMG	1.501010e-03	6.129560e-06	4	true
196           	smoothSolver	1.424400e-04	1.322800e-05	7	3.649130e-03	2.913680e-04	7	2.695540e-03	2.077930e-04	7	false	GAMG	1.537420e-03	6.353060e-06	4	true
197           	smoothSolver	1.466700e-04	1.355260e-05	7	3.756090e-03	2.970520e-04	7	2.786150e-03	2.134050e-04	7	false	GAMG	1.576040e-03	6.596020e-06	4	true
198           	smoothSolver	1.500300e-04	1.390420e-05	7	3.845670e-03	3.022410e-04	7	2.870390e-03	2.199760e-04	7	false	GAMG	1.622040e-03	6.779740e-06	4	true
199           	smoothSolver	1.536380e-04	1.407720e-05	7	3.916890e-03	3.022890e-04	7	2.943140e-03	2.227500e-04	7	false	GAMG	1.654470e-03	6.922830e-06	4	true
200           	smoothSolver	1.561440e-04	1.430060e-05	7	3.957970e-03	3.008070e-04	7	2.998170e-03	2.243300e-04	7	false	GAMG	1.696010e-03	7.099400e-06	4	true
201           	smoothSolver	1.594730e-04	1.452990e-05	7	4.004780e-03	2.969040e-04	7	3.056650e-03	2.246800e-04	7	false	GAMG	1.725510e-03	7.071600e-06	4	true
202           	smoothSolver	1.610130e-04	1.485360e-05	7	4.035930e-03	3.991660e-04	6	3.114930e-03	3.097870e-04	6	false	GAMG	1.748620e-03	6.960980e-06	4	true
203           	smoothSolver	1.633750e-04	1.513450e-05	7	4.080140e-03	3.959930e-04	6	3.162960e-03	3.108580e-04	6	false	GAMG	1.767590e-03	7.033320e-06	4	true
204           	smoothSolver	1.651660e-04	1.539870e-05	7	4.117440e-03	3.980420e-04	6	3.202260e-03	3.129850e-04	6	false	GAMG	1.791130e-03	7.249070e-06	4	true
205           	smoothSolver	1.677910e-04	1.558560e-05	7	4.158900e-03	4.019530e-04	6	3.248850e-03	3.142560e-04	6	false	GAMG	1.814570e-03	7.603760e-06	4	true
206           	smoothSolver	1.699360e-04	1.578820e-05	7	4.192930e-03	4.055730e-04	6	3.315620e-03	3.218150e-04	6	false	GAMG	1.840210e-03	8.005000e-06	4	true
207           	smoothSolver	1.725660e-04	1.592730e-05	7	4.259210e-03	4.095110e-04	6	3.373350e-03	3.259840e-04	6	false	GAMG	1.850840e-03	8.409240e-06	4	true
208           	smoothSolver	1.740260e-04	1.601470e-05	7	4.285930e-03	4.095460e-04	6	3.411290e-03	3.310150e-04	6	false	GAMG	1.869220e-03	8.279450e-06	4	true
209           	smoothSolver	1.754210e-04	1.591570e-05	7	4.314120e-03	4.114050e-04	6	3.466450e-03	3.336890e-04	6	false	GAMG	1.879470e-03	7.908230e-06	4	true
210           	smoothSolver	1.756650e-04	1.576210e-05	7	4.318950e-03	4.146470e-04	6	3.506050e-03	3.352690e-04	6	false	GAMG	1.891140e-03	7.730130e-06	4	true
211           	smoothSolver	1.760670e-04	1.557940e-05	7	4.335600e-03	4.171350e-04	6	3.531010e-03	3.371940e-04	6	false	GAMG	1.889380e-03	8.299740e-06	4	true
212           	smoothSolver	1.745450e-04	1.547650e-05	7	4.296540e-03	4.137290e-04	6	3.520120e-03	3.368760e-04	6	false	GAMG	1.899200e-03	8.794440e-06	4	true
213           	smoothSolver	1.738850e-04	1.540540e-05	7	4.289030e-03	4.137530e-04	6	3.497890e-03	3.384390e-04	6	false	GAMG	1.907040e-03	9.244990e-06	4	true
214           	smoothSolver	1.730510e-04	1.537580e-05	7	4.278410e-03	4.173720e-04	6	3.483890e-03	3.414340e-04	6	false	GAMG	1.886130e-03	8.932130e-06	4	true
215           	smoothSolver	1.725140e-04	1.545080e-05	7	4.273710e-03	4.223580e-04	6	3.478400e-03	3.452860e-04	6	false	GAMG	1.890560e-03	8.763020e-06	4	true
216           	smoothSolver	1.713730e-04	1.549210e-05	7	4.242500e-03	3.113420e-04	7	3.460470e-03	2.557270e-04	7	false	GAMG	1.876470e-03	8.737280e-06	4	true
217           	smoothSolver	1.701180e-04	1.549090e-05	7	4.192850e-03	3.113380e-04	7	3.447770e-03	2.554720e-04	7	false	GAMG	1.864390e-03	8.664540e-06	4	true
218           	smoothSolver	1.673470e-04	1.539200e-05	7	4.115610e-03	3.079230e-04	7	3.413270e-03	2.543610e-04	7	false	GAMG	1.848210e-03	8.489720e-06	4	true
219           	smoothSolver	1.650200e-04	1.520310e-05	7	4.041970e-03	3.023770e-04	7	3.373000e-03	2.531310e-04	7	false	GAMG	1.833180e-03	8.278360e-06	4	true
220           	smoothSolver	1.617300e-04	1.496930e-05	7	3.966770e-03	2.973560e-04	7	3.327930e-03	2.520850e-04	7	false	GAMG	1.813370e-03	7.888770e-06	4	true
221           	smoothSolver	1.586890e-04	1.470340e-05	7	3.905370e-03	2.936100e-04	7	3.283880e-03	2.508330e-04	7	false	GAMG	1.793770e-03	7.497950e-06	4	true
222           	smoothSolver	1.556980e-04	1.444230e-05	7	3.828760e-03	2.896050e-04	7	3.230710e-03	2.476580e-04	7	false	GAMG	1.771060e-03	7.166210e-06	4	true
223           	smoothSolver	1.533600e-04	1.416950e-05	7	3.754560e-03	2.832630e-04	7	3.173610e-03	2.438740e-04	7	false	GAMG	1.737150e-03	6.839930e-06	4	true
224           	smoothSolver	1.496150e-04	1.393770e-05	7	3.648600e-03	2.742990e-04	7	3.095080e-03	2.378630e-04	7	false	GAMG	1.704250e-03	6.545930e-06	4	true
225           	smoothSolver	1.470240e-04	1.371840e-05	7	3.538910e-03	2.646180e-04	7	3.026250e-03	2.313980e-04	7	false	GAMG	1.669100e-03	1.662530e-05	3	true
226           	smoothSolver	1.431660e-04	1.346830e-05	7	3.395550e-03	3.392710e-04	6	2.912450e-03	2.191600e-04	7	false	GAMG	1.637730e-03	6.264060e-06	4	true
227           	smoothSolver	1.416090e-04	1.335130e-05	7	3.327310e-03	2.491350e-04	7	2.863350e-03	2.135200e-04	7	false	GAMG	1.599650e-03	1.534600e-05	3	true
228           	smoothSolver	1.378250e-04	1.305770e-05	7	3.187080e-03	3.181440e-04	6	2.752330e-03	2.711220e-04	6	false	GAMG	1.568570e-03	1.539330e-05	3	true
229           	smoothSolver	1.350300e-04	1.273730e-05	7	3.101140e-03	3.096280e-04	6	2.685800e-03	2.619650e-04	6	false	GAMG	1.532880e-03	1.492490e-05	3	true
230           	smoothSolver	1.314280e-04	1.243110e-05	7	3.020490e-03	2.996540e-04	6	2.618030e-03	2.531150e-04	6	false	GAMG	1.506840e-03	1.466000e-05	3	true
231           	smoothSolver	1.297110e-04	1.206400e-05	7	2.952840e-03	2.905790e-04	6	2.561570e-03	2.458020e-04	6	false	GAMG	1.474920e-03	1.416920e-05	3	true
232           	smoothSolver	1.266190e-04	1.173390e-05	7	2.884550e-03	2.810390e-04	6	2.493550e-03	2.386670e-04	6	false	GAMG	1.446330e-03	1.376760e-05	3	true
233           	smoothSolver	1.235850e-04	1.137610e-05	7	2.823850e-03	2.736700e-04	6	2.434360e-03	2.325370e-04	6	false	GAMG	1.423480e-03	1.314520e-05	3	true
234           	smoothSolver	1.204660e-04	1.113820e-05	7	2.774240e-03	2.666970e-04	6	2.375150e-03	2.258940e-04	6	false	GAMG	1.402880e-03	1.275410e-05	3	true
235           	smoothSolver	1.190040e-04	1.088960e-05	7	2.742610e-03	2.619180e-04	6	2.334590e-03	2.193690e-04	6	false	GAMG	1.383420e-03	1.263120e-05	3	true
236           	smoothSolver	1.162610e-04	1.068410e-05	7	2.707510e-03	2.561450e-04	6	2.285460e-03	2.122010e-04	6	false	GAMG	1.366560e-03	1.271220e-05	3	true
237           	smoothSolver	1.144790e-04	1.044050e-05	7	2.659930e-03	2.510090e-04	6	2.250080e-03	2.062110e-04	6	false	GAMG	1.350870e-03	1.274550e-05	3	true
238           	smoothSolver	1.123780e-04	1.019770e-05	7	2.615540e-03	2.478470e-04	6	2.213330e-03	2.015560e-04	6	false	GAMG	1.337930e-03	1.283850e-05	3	true
239           	smoothSolver	1.115170e-04	9.950760e-06	7	2.591760e-03	2.477450e-04	6	2.184060e-03	1.980870e-04	6	false	GAMG	1.328440e-03	1.280340e-05	3	true
240           	smoothSolver	1.100850e-04	9.788990e-06	7	2.565230e-03	2.470010e-04	6	2.162380e-03	1.961750e-04	6	false	GAMG	1.319130e-03	1.276670e-05	3	true
241           	smoothSolver	1.091260e-04	9.630240e-06	7	2.544780e-03	2.455960e-04	6	2.147600e-03	1.950580e-04	6	false	GAMG	1.310010e-03	1.267350e-05	3	true
242           	smoothSolver	1.071190e-04	9.561020e-06	7	2.512380e-03	2.421710e-04	6	2.125010e-03	1.944280e-04	6	false	GAMG	1.295720e-03	1.234480e-05	3	true
243           	smoothSolver	1.058580e-04	9.446380e-06	7	2.482580e-03	2.388810e-04	6	2.103040e-03	1.932240e-04	6	false	GAMG	1.280370e-03	1.217490e-05	3	true
244           	smoothSolver	1.040020e-04	9.316060e-06	7	2.444500e-03	2.358780e-04	6	2.077640e-03	1.918330e-04	6	false	GAMG	1.262410e-03	1.208240e-05	3	true
245           	smoothSolver	1.025620e-04	9.147810e-06	7	2.411640e-03	2.325770e-04	6	2.048500e-03	1.886220e-04	6	false	GAMG	1.245250e-03	1.199130e-05	3	true
246           	smoothSolver	1.008930e-04	8.998660e-06	7	2.376520e-03	2.296610e-04	6	2.021380e-03	1.864680e-04	6	false	GAMG	1.229100e-03	1.203200e-05	3	true
247           	smoothSolver	9.977930e-05	8.781490e-06	7	2.355290e-03	2.267480e-04	6	1.995580e-03	1.826060e-04	6	false	GAMG	1.216310e-03	1.197910e-05	3	true
248           	smoothSolver	9.825320e-05	8.555020e-06	7	2.333410e-03	2.240780e-04	6	1.977090e-03	1.815940e-04	6	false	GAMG	1.208930e-03	1.189000e-05	3	true
249           	smoothSolver	9.760680e-05	8.381350e-06	7	2.324660e-03	2.217220e-04	6	1.971530e-03	1.791070e-04	6	false	GAMG	1.198440e-03	1.177710e-05	3	true
250           	smoothSolver	9.573840e-05	8.106160e-06	7	2.302970e-03	2.185230e-04	6	1.955240e-03	1.770630e-04	6	false	GAMG	1.190470e-03	1.177010e-05	3	true
251           	smoothSolver	9.497710e-05	7.906730e-06	7	2.297230e-03	2.163210e-04	6	1.950170e-03	1.747250e-04	6	false	GAMG	1.180520e-03	1.157590e-05	3	true
252           	smoothSolver	9.303180e-05	7.677960e-06	7	2.276680e-03	2.132710e-04	6	1.934040e-03	1.729430e-04	6	false	GAMG	1.179960e-03	1.144780e-05	3	true
253           	smoothSolver	9.251530e-05	7.560880e-06	7	2.283350e-03	2.121470e-04	6	1.934440e-03	1.708670e-04	6	false	GAMG	1.178930e-03	1.132030e-05	3	true
254           	smoothSolver	9.202760e-05	7.479280e-06	7	2.292330e-03	2.110620e-04	6	1.946980e-03	1.703360e-04	6	false	GAMG	1.178320e-03	1.109030e-05	3	true
255           	smoothSolver	9.205410e-05	7.442930e-06	7	2.306090e-03	2.110450e-04	6	1.948820e-03	1.689620e-04	6	false	GAMG	1.179340e-03	1.095180e-05	3	true
256           	smoothSolver	9.204300e-05	7.453680e-06	7	2.318280e-03	2.122490e-04	6	1.957600e-03	1.687020e-04	6	false	GAMG	1.186010e-03	1.093120e-05	3	true
257           	smoothSolver	9.261580e-05	7.481490e-06	7	2.341990e-03	2.132410e-04	6	1.974590e-03	1.689530e-04	6	false	GAMG	1.185850e-03	1.088710e-05	3	true
258           	smoothSolver	9.261090e-05	7.541690e-06	7	2.352290e-03	2.148480e-04	6	1.993760e-03	1.698330e-04	6	false	GAMG	1.193400e-03	1.102480e-05	3	true
259           	smoothSolver	9.388930e-05	7.659880e-06	7	2.383290e-03	2.174420e-04	6	2.019150e-03	1.726270e-04	6	false	GAMG	1.195300e-03	1.114200e-05	3	true
260           	smoothSolver	9.404360e-05	7.742350e-06	7	2.401430e-03	2.202690e-04	6	2.040500e-03	1.749740e-04	6	false	GAMG	1.196570e-03	1.120610e-05	3	true
261           	smoothSolver	9.454200e-05	7.816480e-06	7	2.415290e-03	2.214710e-04	6	2.055720e-03	1.775230e-04	6	false	GAMG	1.196320e-03	1.134330e-05	3	true
262           	smoothSolver	9.486310e-05	7.933530e-06	7	2.419490e-03	2.225170e-04	6	2.074030e-03	1.798530e-04	6	false	GAMG	1.198290e-03	1.160670e-05	3	true
263           	smoothSolver	9.593890e-05	8.055270e-06	7	2.426150e-03	2.211750e-04	6	2.085430e-03	1.819490e-04	6	false	GAMG	1.194900e-03	4.592520e-06	4	true
264           	smoothSolver	9.627640e-05	8.188670e-06	7	2.450600e-03	2.246920e-04	6	2.105210e-03	1.850470e-04	6	false	GAMG	1.196510e-03	1.168610e-05	3	true
265           	smoothSolver	9.604960e-05	8.205190e-06	7	2.416530e-03	2.193250e-04	6	2.085970e-03	1.842490e-04	6	false	GAMG	1.195660e-03	4.776250e-06	4	true
266           	smoothSolver	9.673450e-05	8.352850e-06	7	2.436380e-03	2.230950e-04	6	2.101710e-03	1.873330e-04	6	false	GAMG	1.193870e-03	1.178740e-05	3	true
267           	smoothSolver	9.656970e-05	8.342130e-06	7	2.420190e-03	2.221260e-04	6	2.083480e-03	1.869980e-04	6	false	GAMG	1.186850e-03	4.767380e-06	4	true
268           	smoothSolver	9.684820e-05	8.465600e-06	7	2.438440e-03	2.291100e-04	6	2.092900e-03	1.912030e-04	6	false	GAMG	1.181640e-03	1.146750e-05	3	true
269           	smoothSolver	9.670700e-05	8.445940e-06	7	2.408420e-03	2.252600e-04	6	2.070660e-03	1.888850e-04	6	false	GAMG	1.170420e-03	4.820340e-06	4	true
270           	smoothSolver	9.709150e-05	8.589430e-06	7	2.421320e-03	2.316340e-04	6	2.079980e-03	1.911260e-04	6	false	GAMG	1.163070e-03	1.118370e-05	3	true
271           	smoothSolver	9.604470e-05	8.464890e-06	7	2.372300e-03	2.250700e-04	6	2.042230e-03	1.863040e-04	6	false	GAMG	1.150710e-03	1.149740e-05	3	true
272           	smoothSolver	9.518910e-05	8.381290e-06	7	2.344180e-03	2.236890e-04	6	2.021550e-03	1.843820e-04	6	false	GAMG	1.144480e-03	1.136190e-05	3	true
273           	smoothSolver	9.480630e-05	8.296280e-06	7	2.328600e-03	2.217740e-04	6	2.007860e-03	1.836780e-04	6	false	GAMG	1.139110e-03	1.116660e-05	3	true
274           	smoothSolver	9.460050e-05	8.274570e-06	7	2.307220e-03	2.206280e-04	6	2.002310e-03	1.830100e-04	6	false	GAMG	1.134380e-03	1.118170e-05	3	true
275           	smoothSolver	9.400830e-05	8.124370e-06	7	2.294440e-03	2.182730e-04	6	1.985550e-03	1.816120e-04	6	false	GAMG	1.124880e-03	1.110060e-05	3	true
276           	smoothSolver	9.294760e-05	8.018200e-06	7	2.268240e-03	2.169830e-04	6	1.965900e-03	1.807310e-04	6	false	GAMG	1.122740e-03	4.343390e-06	4	true
277           	smoothSolver	9.341900e-05	8.036680e-06	7	2.278710e-03	2.198450e-04	6	1.971460e-03	1.831630e-04	6	false	GAMG	1.117020e-03	1.061830e-05	3	true
278           	smoothSolver	9.238450e-05	7.965500e-06	7	2.249750e-03	2.165920e-04	6	1.947220e-03	1.804750e-04	6	false	GAMG	1.116330e-03	4.281940e-06	4	true
279           	smoothSolver	9.327080e-05	8.049480e-06	7	2.268740e-03	2.203000e-04	6	1.949880e-03	1.829970e-04	6	false	GAMG	1.111810e-03	1.069450e-05	3	true
280           	smoothSolver	9.291800e-05	8.135130e-06	7	2.249520e-03	2.185830e-04	6	1.941530e-03	1.836990e-04	6	false	GAMG	1.110830e-03	4.254350e-06	4	true
281           	smoothSolver	9.380350e-05	8.268740e-06	7	2.271480e-03	2.232640e-04	6	1.949860e-03	1.875330e-04	6	false	GAMG	1.110320e-03	1.083380e-05	3	true
282           	smoothSolver	9.354390e-05	8.353680e-06	7	2.253700e-03	2.217440e-04	6	1.944690e-03	1.882780e-04	6	false	GAMG	1.107040e-03	4.166490e-06	4	true
283           	smoothSolver	9.449870e-05	8.497030e-06	7	2.266210e-03	2.253580e-04	6	1.945730e-03	1.902650e-04	6	false	GAMG	1.107150e-03	1.075620e-05	3	true
284           	smoothSolver	9.417500e-05	8.561090e-06	7	2.249080e-03	2.245280e-04	6	1.948190e-03	1.914630e-04	6	false	GAMG	1.104620e-03	4.258250e-06	4	true
285           	smoothSolver	9.464970e-05	8.641190e-06	7	2.259620e-03	1.685880e-04	7	1.938830e-03	1.924120e-04	6	false	GAMG	1.104380e-03	1.097020e-05	3	true
286           	smoothSolver	9.445500e-05	8.665370e-06	7	2.235810e-03	1.667110e-04	7	1.933820e-03	1.926550e-04	6	false	GAMG	1.109440e-03	4.534060e-06	4	true
287           	smoothSolver	9.600640e-05	8.784450e-06	7	2.254950e-03	1.680480e-04	7	1.950270e-03	1.940220e-04	6	false	GAMG	1.108460e-03	4.266640e-06	4	true
288           	smoothSolver	9.576420e-05	8.750730e-06	7	2.243600e-03	1.665990e-04	7	1.945730e-03	1.942780e-04	6	false	GAMG	1.113360e-03	4.356490e-06	4	true
289           	smoothSolver	9.634010e-05	8.749410e-06	7	2.242460e-03	1.653810e-04	7	1.949370e-03	1.924970e-04	6	false	GAMG	1.117920e-03	4.474730e-06	4	true
290           	smoothSolver	9.614530e-05	8.726440e-06	7	2.238150e-03	2.234770e-04	6	1.953530e-03	1.919280e-04	6	false	GAMG	1.120470e-03	4.501140e-06	4	true
291           	smoothSolver	9.595350e-05	8.612440e-06	7	2.246170e-03	2.236940e-04	6	1.945670e-03	1.891680e-04	6	false	GAMG	1.122920e-03	4.539890e-06	4	true
292           	smoothSolver	9.553710e-05	8.500430e-06	7	2.251610e-03	2.238560e-04	6	1.939770e-03	1.886400e-04	6	false	GAMG	1.129210e-03	4.516350e-06	4	true
293           	smoothSolver	9.629190e-05	8.519140e-06	7	2.268030e-03	2.260140e-04	6	1.948570e-03	1.889650e-04	6	false	GAMG	1.134080e-03	4.517820e-06	4	true
294           	smoothSolver	9.649180e-05	8.536610e-06	7	2.277790e-03	2.274370e-04	6	1.955620e-03	1.905090e-04	6	false	GAMG	1.139440e-03	4.518830e-06	4	true
295           	smoothSolver	9.713120e-05	8.560110e-06	7	2.290120e-03	1.698340e-04	7	1.964340e-03	1.922170e-04	6	false	GAMG	1.145330e-03	4.633860e-06	4	true
296           	smoothSolver	9.734390e-05	8.581020e-06	7	2.305040e-03	1.717570e-04	7	1.979260e-03	1.957290e-04	6	false	GAMG	1.154740e-03	4.663770e-06	4	true
297           	smoothSolver	9.854550e-05	8.676680e-06	7	2.328660e-03	1.742270e-04	7	2.002890e-03	1.986880e-04	6	false	GAMG	1.164980e-03	4.779580e-06	4	true
298           	smoothSolver	9.951620e-05	8.746300e-06	7	2.356580e-03	1.765680e-04	7	2.034420e-03	2.018490e-04	6	false	GAMG	1.177100e-03	4.872020e-06	4	true
299           	smoothSolver	1.009780e-04	8.817690e-06	7	2.386590e-03	1.788870e-04	7	2.064280e-03	2.044050e-04	6	false	GAMG	1.187280e-03	5.024340e-06	4	true
300           	smoothSolver	1.011980e-04	8.812830e-06	7	2.405650e-03	1.797820e-04	7	2.086620e-03	2.066810e-04	6	false	GAMG	1.197930e-03	5.140970e-06	4	true
301           	smoothSolver	1.025150e-04	8.859410e-06	7	2.430570e-03	1.809780e-04	7	2.115260e-03	2.086320e-04	6	false	GAMG	1.207370e-03	5.337640e-06	4	true
302           	smoothSolver	1.026110e-04	8.829950e-06	7	2.444240e-03	1.811520e-04	7	2.140100e-03	2.103570e-04	6	false	GAMG	1.214650e-03	5.409010e-06	4	true
303           	smoothSolver	1.035240e-04	8.855910e-06	7	2.466630e-03	1.822190e-04	7	2.161810e-03	2.115450e-04	6	false	GAMG	1.223030e-03	5.605190e-06	4	true
304           	smoothSolver	1.040200e-04	8.871550e-06	7	2.478060e-03	2.461690e-04	6	2.185100e-03	2.131410e-04	6	false	GAMG	1.225960e-03	5.574930e-06	4	true
305           	smoothSolver	1.041990e-04	8.796470e-06	7	2.490750e-03	2.453880e-04	6	2.201040e-03	2.115010e-04	6	false	GAMG	1.228960e-03	5.638950e-06	4	true
306           	smoothSolver	1.037990e-04	8.748960e-06	7	2.500960e-03	2.451190e-04	6	2.206270e-03	2.111010e-04	6	false	GAMG	1.233160e-03	5.580350e-06	4	true
307           	smoothSolver	1.043200e-04	8.792200e-06	7	2.518510e-03	2.461380e-04	6	2.215620e-03	2.111030e-04	6	false	GAMG	1.236450e-03	5.626530e-06	4	true
308           	smoothSolver	1.045330e-04	8.853250e-06	7	2.525690e-03	2.465160e-04	6	2.227370e-03	2.124030e-04	6	false	GAMG	1.239970e-03	5.544740e-06	4	true
309           	smoothSolver	1.055940e-04	8.945350e-06	7	2.544770e-03	2.477800e-04	6	2.242850e-03	2.130060e-04	6	false	GAMG	1.243920e-03	5.563470e-06	4	true
310           	smoothSolver	1.064460e-04	9.052780e-06	7	2.558990e-03	2.489550e-04	6	2.267340e-03	2.151980e-04	6	false	GAMG	1.247750e-03	5.460330e-06	4	true
311           	smoothSolver	1.076310e-04	9.180200e-06	7	2.577040e-03	2.495030e-04	6	2.289020e-03	2.158720e-04	6	false	GAMG	1.249830e-03	5.412380e-06	4	true
312           	smoothSolver	1.079250e-04	9.268450e-06	7	2.586990e-03	2.509850e-04	6	2.293600e-03	2.166620e-04	6	false	GAMG	1.258100e-03	5.263000e-06	4	true
313           	smoothSolver	1.089620e-04	9.393580e-06	7	2.599230e-03	2.517560e-04	6	2.310620e-03	2.171380e-04	6	false	GAMG	1.266800e-03	5.244180e-06	4	true
314           	smoothSolver	1.097080e-04	9.515130e-06	7	2.610980e-03	2.523510e-04	6	2.333540e-03	2.194110e-04	6	false	GAMG	1.274400e-03	5.098540e-06	4	true
315           	smoothSolver	1.105500e-04	9.591890e-06	7	2.620880e-03	2.520320e-04	6	2.353270e-03	2.196880e-04	6	false	GAMG	1.284050e-03	5.120530e-06	4	true
316           	smoothSolver	1.105840e-04	9.616160e-06	7	2.623320e-03	2.505910e-04	6	2.370630e-03	2.213940e-04	6	false	GAMG	1.299000e-03	5.088820e-06	4	true
317           	smoothSolver	1.114890e-04	9.689070e-06	7	2.639500e-03	2.499440e-04	6	2.404930e-03	2.230070e-04	6	false	GAMG	1.309990e-03	1.302000e-05	3	true
